楼房名称,价格（套/万元）,单价（元/m2）,地址,房间样式,房间规模（m2）,楼层规模
中熙凤凰城高品质单身公寓精装修拎包入住,39,9286,中熙凤凰城 ,1室1厅 ,42, 高楼层
晓庄教师公寓 养老楼层  3房简单装修 随时可看房,80,7081,晓庄教师公寓 ,3室2厅 ,112.98, 低楼层
钵池小区 2室2厅 简单装修 随时可看房,59.8,7869,钵池小区 ,2室2厅 ,76, 低楼层
鼎立香榭丽  2室2厅 毛坯装修风格随意,68,6356,鼎立香榭丽花苑南区 ,3室2厅 ,107, 中楼层
急售！紫荆苑 两室 采光好 楼层好,55,8462,紫荆苑 ,1室2厅 ,65, 中楼层
明发摩尔城 经典 毛坯 大房源,72,6991,明发摩尔城 ,2室2厅 ,103, 中楼层
洪福小区 2室1厅 70万,70,8696,洪福小区 ,2室1厅 ,80.5, 中楼层
仙居小区 3室1厅 52万,52,5099,仙居小区 ,3室1厅 ,102, 高楼层
和达雅苑B区 2室2厅 46万,46,8723,和达雅苑B区 ,2室2厅 ,52.74, 低楼层
翔宇壹号 2室1厅 105万,105,11684,翔宇壹号 ,2室1厅 ,89.87, 低楼层
健康新村西区 2室2厅 74万,74,10000,健康新村西区 ,2室2厅 ,74, 低楼层
洪福小区 2室1厅 68万,68,8718,洪福小区 ,2室1厅 ,78, 中楼层
香格里拉A区 3室2厅 155万,155,12222,香格里拉A区 ,3室2厅 ,126.83, 低楼层
畅春园 3室2厅 90万,90,7693,畅春园 ,3室2厅 ,117, 低楼层
和达雅苑B区 2室2厅 68万,68,9185,和达雅苑B区 ,2室2厅 ,74.04, 中楼层
水文队宿舍，交通便利，位置安静,80,13428,健康东路53号 ,2室1厅 ,59.58, 低楼层
淮浦小区 2室2厅 48万,48,5406,淮浦小区 ,2室2厅 ,88.8, 低楼层
东大院三区   采光充足 视野宽阔,118,24082,东大院三区 ,2室1厅 ,49, 高楼层
文景君庭 2室2厅 61万,61,8054,文景君庭 ,2室2厅 ,75.74, 高楼层
通胜花园三室，采光好，视野宽阔，交通方便,85.8,6500,通胜花园 ,3室2厅 ,132, 高楼层
丰球润园  顶楼复式 精装房 周正户型 诚心出售,185,9894,丰球润园 ,4室3厅 ,187, 高楼层
白鹭湖别墅，联排中间户，精装，满两年,310,15898,白鹭湖庄园熙园 ,4室2厅 ,195, 低楼层
房满2年 楼层 好 价格美丽 南北朝向,115,7372,淮安恒大名都 ,4室2厅 ,156, 低楼层
银河湾电梯房精装修急急急急出售,183.6,9000,银河湾花园 ,5室4厅 ,204, 高楼层
此房满2年 楼层 好 价格美丽 西边户 南北朝向,150,9616,淮安恒大名都 ,4室2厅 ,156, 中楼层
翔宇大道河畔花城 里运河风光带与新淮中一桥之隔,128,8855,河畔花城 ,4室2厅 ,144.56, 高楼层
富丽花园 ，带车库 多层三楼 随时看房 全新装修 。,105,8750,富丽花园 ,3室2厅 ,120, 中楼层
东边户 户型方正 大三房 格局方正 采光没影响,150,10417,融侨·华府 ,3室2厅 ,144, 低楼层
樱花小区 6楼 精装修带阁楼  有车库,120,9322,樱花小区 ,4室2厅 ,128.73, 高楼层
中装6楼带阁楼 拎包入住 采光好 大学城商圈,72.5,8353,东方豪城 ,3室2厅 ,86.8, 高楼层
奥林晴园满两年 顶楼复式带露台,150,8437,奥林晴园 ,5室2厅 ,177.8, 高楼层
英伦华府 精装大3房 考虑这个片区的可以过来瞧瞧,105,8537,英伦华府 ,3室2厅 ,123, 低楼层
翔宇大道，钵池山周 边，临 近大润发，繁华地段,171,7500,上海新城 ,4室2厅 ,228, 高楼层
"满二年,三室朝阳，南北通透，采光通风无遮挡",77,8821,京河湾公寓北区 ,3室2厅 ,87.3, 高楼层
此房满2年朝南户型采光好楼层好视野开阔小区环境优,130,6885,旺江壹品 ,4室2厅 ,188.83, 中楼层
此房满五年不唯一，实用面积大，即买即住。,158,12649,建业大厦 ,3室2厅 ,124.92, 高楼层
恒大名都楼位 置精装大四房 急售 价格可以谈,124,7949,淮安恒大名都 ,4室2厅 ,156, 中楼层
白鹭湖联排别墅，中间户，毛坯，满两年,280,12728,白鹭湖庄园熙园 ,4室2厅 ,220, 低楼层
万达商圈 盛世豪庭三房 精装修 采光充足 拎包入住,102,8293,盛世豪庭(楚州区) ,3室2厅 ,123, 中楼层
国华御锦园 精装修 带阁楼 房间多空间大,128.8,9464,国华御锦园 ,3室2厅 ,136.1, 高楼层
国华御锦园 2室2厅 98万,98,9159,国华御锦园 ,2室2厅 ,107, 高楼层
市级机关北院房子，户型适合居住。,230,16032,市级机关北院生活区 ,4室2厅 ,143.47, 中楼层
水岸名宅，交通便利，教育设施完善，位置安静,130,10588,水岸名宅 ,3室2厅 ,122.79, 高楼层
金榜花园 3室2厅 110万,110,6286,金榜花园 ,3室2厅 ,175, 高楼层
益兴名人湾 3室2厅 123万,123,9610,益兴名人湾 ,3室2厅 ,128, 高楼层
白鹭湖别墅，毛坯，看房方便，户型好,288,13151,白鹭湖庄园熙园 ,5室3厅 ,219, 低楼层
维科格兰花园靠深圳路，康居别墅带大花园,390,14114,维科格兰花园 ,5室2厅 ,276.34, 4层  
爱琴海 一楼精装可弄院子 宜养老 户型方正 采光不挡,103,9200,爱琴海花园 ,3室2厅 ,111.96, 低楼层
宝岛花园毛坯复式靠大润发超市深圳路,152,7959,宝岛花园 ,5室3厅 ,191, 高楼层
建滔裕花园，翔宇大道边您理想的住宅！,115,8197,建滔裕花园 ,4室2厅 ,140.3, 中楼层
维多莉雅花苑 小区环境优越  邻近公园,135,7671,维多莉雅花苑 ,4室2厅 ,176, 高楼层
漕运小区3房，简单装修，靠漕运广场，出行方便,66,7334,漕运小区 ,3室1厅 ,90, 高楼层
房子在小区中间位置 此房属于商品房,91,10447,富华园 ,2室2厅 ,87.11, 高楼层
此房是毛坯，可任意装修，户型好，采光也好,118,8650,中南世纪城一期 ,4室2厅 ,136.42, 中楼层
此房满五年，采光无遮挡，一直自住维护好,175,15487,建业小区 ,3室2厅 ,113, 中楼层
房东换房急售  适合人口多的家庭好房源,166,8973,新城市花园 ,4室3厅 ,185, 中楼层
利苑陆区 3室2厅 140万,140,10219,利苑陆区 ,3室2厅 ,137, 高楼层
延安东路海洲朗郡电梯3室，南北通透户型好,117,9213,海洲朗郡 ,3室2厅 ,127, 中楼层
利苑新村三区 精装三室 客厅两到都朝南 采光好户型正,109.8,8447,利苑新村三区 ,3室2厅 ,130, 高楼层
中南世纪城 采光无遮挡 交通便利,113,8898,中南世纪城一期 ,3室2厅 ,127, 高楼层
福星花园多层带车库，看房方便刺眼出售,81,7364,福星花园 ,3室2厅 ,110, 高楼层
蓝庭印象花园 多层二楼洋房 四居室采光很好,146,10355,蓝庭印象花园 ,4室2厅 ,141, 低楼层
香格里拉，无遮挡，采光好，交通便利环境,89,9857,香格里拉C区 ,2室2厅 ,90.3, 高楼层
交通便利，周 边购物超市，餐饮娱乐多。,101,9620,盛世名门 ,3室1厅 ,105, 低楼层
楼层好，采光好，业主 心态好，诚心出售,115,9275,盛世名门 ,3室2厅 ,124, 中楼层
多层一楼带院子 2房朝阳 带地下室,65,9517,东方豪城 ,2室1厅 ,68.3, 低楼层
旺江壹品 5室2厅 330万,330,11539,旺江壹品 ,5室2厅 ,286, 4层  
文颐园 3室2厅 93万,93,8612,文颐园 ,3室2厅 ,108, 中楼层
淮海花园  三室三厅两卫  使用面积大  适合人口多住,130,9775,淮海花园A区 ,3室3厅 ,133, 高楼层
精装修 满五不唯一 两室朝南 独立阳台 带阁楼采光好,145,9798,北京花园 ,5室3厅 ,148, 高楼层
新新家园三室一卫带车库看房方便,85,9180,新新家园 ,3室2厅 ,92.6, 中楼层
益兴名人湾精装修双拼别墅 实际面积400平米 有大院子,380,18259,益兴名人湾 ,5室2厅 ,208.12, 4层  
多层三楼，四室两厅，南北通透！简单装修，双阳台,140,8929,北京花园 ,4室2厅 ,156.8, 中楼层
精装修 拎包入住 大学城商圈 生活方便,85,9091,东方豪城 ,5室2厅 ,93.5, 高楼层
江淮印象 四拼别墅，边户大院子，挑高地下室,450,11843,江淮印象 ,5室2厅 ,380, 3层  
满五唯一 精装修 房子干净整洁 环境好,155,13158,万达广场一期住宅 ,3室2厅 ,117.8, 低楼层
房子是多层5楼精装3房有车库采光好,96,7805,金榜花园 ,3室2厅 ,123, 高楼层
中南世纪城三期花园洋房好楼层，视野宽阔,165,11786,中南世纪城三期玺园 ,4室2厅 ,140, 中楼层
天山华庭 三室两厅   采光好  118平方,160,13560,天山华庭 ,3室2厅 ,118, 高楼层
益兴名人湾 奢华的装修 多层二楼 东边户 品牌家电家私,147,10448,益兴名人湾 ,4室2厅 ,140.7, 低楼层
中南世纪城三房满两年，视野好，,120,9687,中南世纪城一期 ,3室2厅 ,123.89, 高楼层
河畔花城位于翔宇大道精带车库双露台，看房方便,105,9375,河畔花城 ,3室2厅 ,112, 高楼层
深圳路边清城美墅户型好环境优美设施齐全,290,10105,清城美墅 ,4室2厅 ,287, 4层  
河畔花城   户型方正  采光好   毛坯,185,8686,河畔花城 ,6室4厅 ,213, 高楼层
电梯三房 距离附 小步行很快就到 给您与孩子带来便利,168,13229,新世纪豪园 ,3室2厅 ,127, 高楼层
开发商是清河地产，原本这里属于清河新区 靠谱,116,8788,黄河人家 ,3室2厅 ,132, 中楼层
万达一期 精装修 大三房 采光好,145,10358,万达广场一期住宅 ,3室2厅 ,140, 低楼层
樱花小区 4室2厅 135万,135,9227,樱花小区 ,4室2厅 ,146.32, 中楼层
富春花园好楼层好通透 阳光刺眼,120,9624,富春花园 ,3室1厅 ,124.7, 中楼层
深圳路边精装修，主家说有车库，采光充足，生活配套完,115,7766,紫荆苑 ,3室2厅 ,148.09, 高楼层
东城佳园精装3开间朝阳户型方正楼层好业主诚心出售,84.8,7780,东城佳园 ,3室2厅 ,109, 高楼层
茂华国际汇南区，遇到好房一声吼，该出手时就出手,360,17268,茂华国际汇南区 ,4室2厅 ,208.48, 中楼层
亿力未来城，精装四房，楼层低层。,170,12100,亿力未来城 ,4室2厅 ,140.5, 低楼层
喜利达名苑 3室2厅 96万,96,10085,喜利达名苑 ,3室2厅 ,95.2, 高楼层
世纪佳苑 精装4房 房东诚心卖 看房方便,98,6667,世纪佳苑 ,4室2厅 ,147, 高楼层
大润发商圈 ，小区内设幼儿园，采光充足,180,10000,樱花小区 ,4室3厅 ,180, 中楼层
急售怡丰苑   户型方正  采光好,82,6935,怡丰苑 ,3室2厅 ,118.25, 高楼层
万达一期住宅 楼下配套齐 楼层适中 户型正,130,10197,万达广场一期住宅 ,3室2厅 ,127.5, 中楼层
恒大名都  精装 三房 急售  急售,120,9600,淮安恒大名都 ,3室2厅 ,125, 中楼层
毗 邻新淮中 欧洲城满两年 交通便利 位置佳,120,7500,欧洲城(清江浦区) ,4室2厅 ,160, 高楼层
奥林晴园小高层顶楼复式  带露台,145,8239,奥林晴园 ,4室2厅 ,176, 高楼层
阳光花园4室 有车库 边户 采光无遮挡 公摊面积少,116,7838,阳光花园 ,4室2厅 ,148, 高楼层
大润发商圈 盛祥苑 简单装修 户型方正 采光好,82,10380,盛祥苑 ,3室1厅 ,79, 高楼层
此房源，采光好，房屋格局分明，视野开阔,300,12097,东湖望景苑 ,5室3厅 ,248, 中楼层
此房为中等装修，家电集全，拎包入住。,85,7392,世纪佳苑 ,3室2厅 ,115, 高楼层
中南世纪城， 采光好，精致楼盘,121,8870,中南世纪城一期 ,3室2厅 ,136.42, 中楼层
上海路上好房源，别让孩子输在起跑线上,109,9579,利苑新村三区 ,3室2厅 ,113.8, 低楼层
通胜花园 3室2厅 96.8万,96.8,7339,通胜花园 ,3室2厅 ,131.9, 中楼层
蓝庭印象婚房装修 四房 南北通透采光很好,128,9344,蓝庭印象花园 ,4室2厅 ,137, 高楼层
金色罗马精装五室复式格局带大车库,118,7375,金色罗马 ,5室3厅 ,160, 高楼层
此房满2年电梯房中层精装修采光好欧式风格。,150,10442,旺江壹品 ,3室2厅 ,143.66, 中楼层
康城明珠永辉超市 交通便利   精装修,145,11600,康城明珠北区 ,3室2厅 ,125, 高楼层
采光好全天采光 配套设施齐全，交通便利,92,8212,翔宇花园 ,3室2厅 ,112.04, 高楼层
明发摩尔城精装修两房拎包入住靠博得五金随时看房,80,8164,明发摩尔城 ,2室2厅 ,98, 低楼层
万达隔壁香格里拉，小区环境好，香格里拉,125,8722,香格里拉D区 ,4室2厅 ,143.33, 高楼层
豪景华庭采光好，视野宽阔，交通方便。,84.5,8285,豪景华庭 ,3室2厅 ,102, 高楼层
益兴名人湾，三室两厅，精装修，户型方方正正,185,13406,益兴名人湾 ,3室2厅 ,138, 低楼层
南京路小区 3室2厅 80万,80,7805,南京路小区 ,3室2厅 ,102.5, 低楼层
急售！御景园多层五楼 户型佳  母爱公园 靠万达,115,8456,国华御锦园 ,3室2厅 ,136, 中楼层
水渡口大道，香格里拉精装四房，户型正，看房方便,170,12057,香格里拉B区 ,4室2厅 ,141, 低楼层
南北通透  复式  采光好 通透性好,103,7390,新新家园 ,4室2厅 ,139.38, 高楼层
大学城翰林花园毛坯大平层 任意装修 采光好,115,7667,翰林花园 ,4室2厅 ,150, 低楼层
此房是5楼6楼复式还有阁楼精装5房采光好视野开阔,146,8067,月季花园 ,5室2厅 ,181, 高楼层
南北厅的 两卧和客厅在南 户型棒有户型为证,138,10073,蓝庭印象花园 ,4室2厅 ,137, 中楼层
樱花小区3室 采光充足 交通方便 位置好 有车库,99.8,8078,樱花小区 ,3室2厅 ,123.55, 高楼层
绿地御园复试五房两厅两卫的房子,140,8914,城开御园一期 ,5室2厅 ,157.06, 中楼层
水韵天成银杏苑，四层别墅，前后都有院子,660,21786,水韵天成银杏苑 ,5室2厅 ,302.95, 低楼层
天鹅湾别墅，采光好，交通方便。,315,8161,金辉天鹅湾 ,6室3厅 ,386, 4层  
富豪花园    采光好   视野宽阔  交通方便,126,8345,富豪花园南区 ,4室3厅 ,151, 低楼层
豪景华庭采光好视野开阔交通方便,238,8982,豪景华庭 ,7室2厅 ,265, 4层  
億源国际花园 五房 复式楼  户型很好,140.8,7249,億源国际花园 ,5室2厅 ,194.26, 高楼层
满2年 家具家电都有 南北朝向采光好 拎包即住东边户,118,7565,淮安恒大名都 ,4室2厅 ,156, 高楼层
此房高层有阁楼采光视野好，户型方正南北朝向,58,5524,南城小区 ,3室2厅 ,105, 高楼层
此房高层婚房装修拎包即住 南北朝向 采光好满五唯一,80,5688,南城小区 ,4室2厅 ,140.65, 高楼层
茂华国际汇 邻钵池山小区 交通方便 设施齐全 拎包即住,225,10515,茂华国际汇南区 ,4室3厅 ,214, 低楼层
北京如意三房两厅环境优雅交通便捷,115,9165,北京如意国际花园 ,3室2厅 ,125.49, 高楼层
生态新城钻石地段 绿地一期 双拼东边户 纯毛坯 满2年,620,25713,绿地世纪城一期 ,5室3厅 ,241.13, 低楼层
紫晶花园 全新毛坯 随时看房 新小区 环境好,128,9499,紫晶花苑 ,3室2厅 ,134.76, 低楼层
深圳路旁 紫金苑 交通便利 阳光充裕,142,7514,紫荆苑 ,5室2厅 ,189, 高楼层
水渡口大道高品质小区 钵池山公园 毛坯景观楼,185,13121,弘辉首馥 ,4室2厅 ,141, 中楼层
康城明珠大四房 精装修 业主急卖 采光好 永辉超市,250,14881,康城明珠北区 ,4室3厅 ,168, 中楼层
独特位置是您的选择，别犹豫，别错失良机,118,8741,淮海花园B1区 ,3室2厅 ,135, 高楼层
淮阴副食品商城采光好，视野宽阔，交通方便。,92,8519,淮阴副食品商城 ,4室1厅 ,108, 高楼层
东方花园 户型正气 地段好的 交通方便 繁华地段,110,10186,东方花园 ,3室2厅 ,108, 高楼层
都是辐射圈翔宇大道旁香缇豪庭！等你来观赏！,135,7574,香缇豪庭 ,3室2厅 ,178.26, 高楼层
鼎立香榭丽花苑四期 联排西边户 毛胚 带大露台,270,12273,鼎立香榭丽花苑南区 ,4室3厅 ,220, 低楼层
水渡口大道 融侨 茂华 香格里拉 复式毛坯 满2年,240,9862,香格里拉B区 ,4室3厅 ,243.36, 高楼层
金伦汇锦园精装修，四室大户型大阳台三楼采光好,163,10940,金伦汇锦园 ,4室2厅 ,149, 中楼层
书香门第环境设施以及户型等交通设施方便,95,7540,书香门第 ,3室2厅 ,126, 高楼层
翰林花园精装三室中上楼层采光充足房主诚售！！！,86,8038,翰林花园 ,3室2厅 ,107, 中楼层
此房低楼层 采光好前后楼间距大 南北朝向,140,12108,水沐清华 ,4室2厅 ,115.63, 低楼层
一品国际  三房  户型格正 ，视野开阔,130,10157,一品国际 ,4室2厅 ,128, 低楼层
房子满五不唯一。多层无公摊，毛坯随意装,125,9260,東方家園 ,3室2厅 ,135, 低楼层
金鼎御庭复式，小区环境好，有暖气,115,8404,金鼎御庭 ,7室3厅 ,136.85, 高楼层
中南好户型 高楼层  采光无遮挡,130,10173,中南世纪城一期 ,3室2厅 ,127.8, 中楼层
房子是多层6楼复式精装房，实际面积260多，采光好,145,7513,金榜花园 ,6室2厅 ,193, 高楼层
一品国际 东方希尔顿 楚州大道 配套其全 房东置换,106,8316,一品国际 ,3室2厅 ,127.47, 高楼层
益兴名流花苑二期 4室2厅 120万,120,8889,益兴名流花苑二期 ,4室2厅 ,135, 高楼层
盐河花园，多层出售，满五唯二，没有贷款,158,7384,盐河花园 ,6室3厅 ,214, 高楼层
四季金辉 3室2厅 98万,98,8597,四季金辉 ,3室2厅 ,114, 高楼层
樱花小区 4室2厅 143万,143,9728,樱花小区 ,4室2厅 ,147, 低楼层
东方凯旋城 多层六楼复式楼上有大平台。,100,6945,东方凯旋城 ,5室2厅 ,144, 高楼层
樱花小区 大润发商圈 采光无遮挡 户型方正,120,8334,樱花小区 ,3室2厅 ,144, 高楼层
樱花小区，视野开阔 采光充足，格局好，采光好,128,8909,樱花小区 ,3室2厅 ,143.68, 高楼层
益兴名人湾 4室2厅 180万,180,12677,益兴名人湾 ,4室2厅 ,142, 低楼层
户型方正、视野好、采光充足、楼层好、,90,10228,银河公馆 ,2室2厅 ,88, 高楼层
豪景华庭采光好视野开阔交通方便。,80,7184,豪景华庭 ,3室2厅 ,111.37, 高楼层
此房源，采光好，房屋格局分明，视野开阔,185,13704,金域华府 ,4室2厅 ,135, 高楼层
深圳路紫荆苑复式楼 精装拎包入住 满2年 价格可谈,140,8975,紫荆苑 ,3室2厅 ,156, 高楼层
金榜花园11楼洋房复式可以做两层,125,7353,金榜花园 ,6室2厅 ,170, 高楼层
